Sede,Invoice No,Date,Line,Product Code,Invoice Quantity,Unit Cost,Net Unit Price,Price List,Price Limit,Price Std,Category Name,Total
DEL,DEL1141,22/04/2025,50,CEM-761,4,22.83,32.4,35.64,30.78,32.4,Cemento,129.6
DEL,DEL1142,02/04/2026,10,CEM-172,6,8.95,11.77,12.95,11.18,11.77,Cemento,70.62
DEL,DEL1142,02/04/2026,20,CEM-235,4,39.22,59.6,65.56,56.62,59.6,Cemento,238.4
DEL,DEL1142,02/04/2026,30,PLY-799,6,34.36,61.8,67.98,58.71,61.8,Plywood,370.8
DEL,DEL1143,06/11/2025,10,ACA-114,2,31.96,37.0,40.7,35.15,37.0,Acabados,74.0
DEL,DEL1143,06/11/2025,20,PLY-618,5,6.39,10.14,11.15,9.63,10.14,Plywood,50.7
DEL,DEL1143,06/11/2025,30,PLY-818,5,29.94,59.95,65.95,56.95,59.95,Plywood,299.75
DEL,DEL1143,06/11/2025,40,CEM-384,3,27.42,36.5,40.15,34.67,36.5,Cemento,109.5
DEL,DEL1143,06/11/2025,50,PLY-649,3,7.77,16.26,17.89,15.45,16.26,Plywood,48.78
DEL,DEL1144,11/09/2025,10,TUB-417,2,31.71,50.87,55.96,48.33,50.87,Tuberías,101.74
DEL,DEL1144,11/09/2025,20,PIN-350,2,30.55,50.42,55.46,47.9,50.42,Pinturas,100.84
DEL,DEL1144,11/09/2025,30,PLY-156,6,20.21,36.74,40.41,34.9,36.74,Plywood,220.44
DEL,DEL1144,11/09/2025,40,PLY-112,2,30.96,61.51,67.66,58.43,61.51,Plywood,123.02
DEL,DEL1144,11/09/2025,50,PIN-635,4,29.55,39.21,43.13,37.25,39.21,Pinturas,156.84
DEL,DEL1145,17/02/2026,10,PLY-850,4,9.44,18.98,20.88,18.03,18.98,Plywood,75.92
DEL,DEL1145,17/02/2026,20,ELÉ-378,5,32.0,51.06,56.17,48.51,51.06,Eléctrico,255.3
DEL,DEL1145,17/02/2026,30,CEM-608,2,14.2,21.51,23.66,20.43,21.51,Cemento,43.02
DEL,DEL1145,17/02/2026,40,CEM-270,6,17.6,23.15,25.46,21.99,23.15,Cemento,138.9
DEL,DEL1146,12/03/2026,10,PLY-333,2,8.6,16.24,17.86,15.43,16.24,Plywood,32.48
DEL,DEL1146,12/03/2026,20,PIN-350,2,5.09,8.43,9.27,8.01,8.43,Pinturas,16.86
DEL,DEL1146,12/03/2026,30,PLY-978,3,17.74,37.12,40.83,35.26,37.12,Plywood,111.36
DEL,DEL1147,02/05/2025,10,PLY-377,4,13.69,28.61,31.47,27.18,28.61,Plywood,114.44
DEL,DEL1147,02/05/2025,20,ACE-283,2,25.0,42.37,46.61,40.25,42.37,Acero,84.74
DEL,DEL1147,02/05/2025,30,PLY-170,5,23.05,36.38,40.02,34.56,36.38,Plywood,181.9
DEL,DEL1147,02/05/2025,40,ELÉ-435,4,35.31,72.07,79.28,68.47,72.07,Eléctrico,288.28
DEL,DEL1147,02/05/2025,50,PLY-677,4,20.99,37.11,40.82,35.25,37.11,Plywood,148.44
DEL,DEL1148,26/02/2025,10,PIN-891,5,13.49,19.21,21.13,18.25,19.21,Pinturas,96.05
DEL,DEL1148,26/02/2025,20,PIN-254,3,30.64,46.22,50.84,43.91,46.22,Pinturas,138.66
DEL,DEL1148,26/02/2025,30,PLY-751,4,19.35,32.67,35.94,31.04,32.67,Plywood,130.68
DEL,DEL1148,26/02/2025,40,ACE-877,2,35.7,78.77,86.65,74.83,78.77,Acero,157.54
DEL,DEL1149,22/09/2025,10,ACE-343,6,30.45,51.32,56.45,48.75,51.32,Acero,307.92
DEL,DEL1149,22/09/2025,20,CEM-828,3,38.64,58.48,64.33,55.56,58.48,Cemento,175.44
DEL,DEL1149,22/09/2025,30,PLY-522,6,6.54,11.03,12.13,10.48,11.03,Plywood,66.18
DEL,DEL1149,22/09/2025,40,PIN-694,2,18.04,30.87,33.96,29.33,30.87,Pinturas,61.74
DEL,DEL1149,22/09/2025,50,PLY-706,2,9.67,19.66,21.63,18.68,19.66,Plywood,39.32
DEL,DEL1150,19/09/2025,10,CEM-971,4,38.75,46.69,51.36,44.36,46.69,Cemento,186.76
DEL,DEL1150,19/09/2025,20,PLY-425,4,33.03,64.85,71.33,61.61,64.85,Plywood,259.4
DEL,DEL1151,15/09/2025,10,PLY-211,6,38.02,62.02,68.22,58.92,62.02,Plywood,372.12
DEL,DEL1151,15/09/2025,20,PLY-223,5,10.75,19.62,21.58,18.64,19.62,Plywood,98.1
DEL,DEL1151,15/09/2025,30,CEM-574,4,38.76,46.23,50.85,43.92,46.23,Cemento,184.92
DEL,DEL1151,15/09/2025,40,PLY-946,4,9.2,15.12,16.63,14.36,15.12,Plywood,60.48
DEL,DEL1152,23/01/2026,10,PLY-464,3,34.98,57.31,63.04,54.44,57.31,Plywood,171.93
DEL,DEL1152,23/01/2026,20,CEM-131,3,6.71,8.26,9.09,7.85,8.26,Cemento,24.78
DEL,DEL1153,13/12/2025,10,TUB-923,2,24.25,32.33,35.56,30.71,32.33,Tuberías,64.66
DEL,DEL1153,13/12/2025,20,ACE-233,3,9.25,15.35,16.89,14.58,15.35,Acero,46.05
DEL,DEL1153,13/12/2025,30,PLY-696,2,19.02,37.18,40.9,35.32,37.18,Plywood,74.36
DEL,DEL1153,13/12/2025,40,TUB-302,2,37.11,49.12,54.03,46.66,49.12,Tuberías,98.24
DEL,DEL1153,13/12/2025,50,ELÉ-225,4,20.52,33.96,37.36,32.26,33.96,Eléctrico,135.84
DEL,DEL1154,02/06/2026,10,PLY-608,5,37.34,67.43,74.17,64.06,67.43,Plywood,337.15
DEL,DEL1154,02/06/2026,20,PLY-291,3,28.91,47.78,52.56,45.39,47.78,Plywood,143.34
DEL,DEL1154,02/06/2026,30,PLY-734,6,20.61,33.77,37.15,32.08,33.77,Plywood,202.62
DEL,DEL1154,02/06/2026,40,TUB-590,6,27.65,42.32,46.55,40.2,42.32,Tuberías,253.92
DEL,DEL1154,02/06/2026,50,PLY-758,3,14.79,24.13,26.54,22.92,24.13,Plywood,72.39
DEL,DEL1155,26/02/2025,10,TUB-900,5,33.08,55.41,60.95,52.64,55.41,Tuberías,277.05
DEL,DEL1155,26/02/2025,20,PIN-679,4,21.79,35.29,38.82,33.53,35.29,Pinturas,141.16
DEL,DEL1155,26/02/2025,30,CEM-711,4,18.59,21.96,24.16,20.86,21.96,Cemento,87.84
DEL,DEL1156,08/08/2025,10,ELÉ-642,5,32.25,52.03,57.23,49.43,52.03,Eléctrico,260.15
DEL,DEL1156,08/08/2025,20,PLY-202,3,25.44,42.94,47.23,40.79,42.94,Plywood,128.82
DEL,DEL1157,08/07/2025,10,PLY-882,2,33.57,70.19,77.21,66.68,70.19,Plywood,140.38
DEL,DEL1157,08/07/2025,20,SEG-463,5,12.68,18.58,20.44,17.65,18.58,Seguridad,92.9
DEL,DEL1157,08/07/2025,30,ACA-706,3,39.7,48.69,53.56,46.26,48.69,Acabados,146.07
DEL,DEL1158,11/03/2026,10,FER-677,6,5.99,13.15,14.47,12.49,13.15,Ferretería,78.9
DEL,DEL1158,11/03/2026,20,PLY-655,5,38.19,78.04,85.84,74.14,78.04,Plywood,390.2
DEL,DEL1158,11/03/2026,30,PLY-716,3,22.17,35.56,39.12,33.78,35.56,Plywood,106.68
DEL,DEL1158,11/03/2026,40,PLY-306,6,23.43,36.35,39.99,34.53,36.35,Plywood,218.1
DEL,DEL1159,26/06/2025,10,PLY-160,4,11.21,22.68,24.95,21.55,22.68,Plywood,90.72
DEL,DEL1159,26/06/2025,20,PLY-966,2,25.53,53.38,58.72,50.71,53.38,Plywood,106.76
DEL,DEL1159,26/06/2025,30,CEM-700,5,17.77,20.19,22.21,19.18,20.19,Cemento,100.95
DEL,DEL1160,04/05/2025,10,PLY-910,5,9.78,16.08,17.69,15.28,16.08,Plywood,80.4
DEL,DEL1160,04/05/2025,20,TUB-810,6,22.05,31.79,34.97,30.2,31.79,Tuberías,190.74
DEL,DEL1160,04/05/2025,30,ELÉ-934,6,26.48,47.44,52.18,45.07,47.44,Eléctrico,284.64
DEL,DEL1160,04/05/2025,40,PLY-281,3,15.74,30.79,33.87,29.25,30.79,Plywood,92.37
DEL,DEL1161,24/09/2025,10,ACA-133,6,38.2,50.48,55.53,47.96,50.48,Acabados,302.88
DEL,DEL1161,24/09/2025,20,PLY-326,6,16.14,32.71,35.98,31.07,32.71,Plywood,196.26
DEL,DEL1162,21/08/2025,10,ACA-455,3,9.92,14.64,16.1,13.91,14.64,Acabados,43.92
DEL,DEL1162,21/08/2025,20,HER-941,2,10.88,20.25,22.28,19.24,20.25,Herramientas,40.5
DEL,DEL1163,23/06/2025,10,CEM-458,2,14.28,17.28,19.01,16.42,17.28,Cemento,34.56
DEL,DEL1163,23/06/2025,20,PLY-548,5,8.78,13.63,14.99,12.95,13.63,Plywood,68.15
DEL,DEL1163,23/06/2025,30,PIN-487,5,38.92,64.94,71.43,61.69,64.94,Pinturas,324.7
DEL,DEL1163,23/06/2025,40,PLY-766,6,18.14,36.98,40.68,35.13,36.98,Plywood,221.88
DEL,DEL1164,25/06/2025,10,PLY-120,4,7.58,15.53,17.08,14.75,15.53,Plywood,62.12
DEL,DEL1164,25/06/2025,20,PLY-484,3,38.31,61.09,67.2,58.04,61.09,Plywood,183.27
DEL,DEL1164,25/06/2025,30,PLY-446,2,7.63,16.06,17.67,15.26,16.06,Plywood,32.12
DEL,DEL1165,20/04/2026,10,PIN-544,6,20.1,31.34,34.47,29.77,31.34,Pinturas,188.04
DEL,DEL1165,20/04/2026,20,PLY-519,3,8.54,14.28,15.71,13.57,14.28,Plywood,42.84
DEL,DEL1165,20/04/2026,30,PIN-776,4,30.27,48.29,53.12,45.88,48.29,Pinturas,193.16
DEL,DEL1165,20/04/2026,40,PLY-662,6,13.31,21.03,23.13,19.98,21.03,Plywood,126.18
DEL,DEL1165,20/04/2026,50,ACE-189,5,10.38,19.13,21.04,18.17,19.13,Acero,95.65
DEL,DEL1166,10/09/2025,10,PLY-183,4,5.9,9.74,10.71,9.25,9.74,Plywood,38.96
DEL,DEL1166,10/09/2025,20,CEM-600,5,9.04,12.97,14.27,12.32,12.97,Cemento,64.85
DEL,DEL1166,10/09/2025,30,ELÉ-289,5,14.28,28.02,30.82,26.62,28.02,Eléctrico,140.1
DEL,DEL1166,10/09/2025,40,PLY-369,2,18.35,30.48,33.53,28.96,30.48,Plywood,60.96
DEL,DEL1166,10/09/2025,50,CEM-163,6,14.22,20.71,22.78,19.67,20.71,Cemento,124.26
DEL,DEL1167,05/03/2026,10,PLY-332,6,17.03,31.84,35.02,30.25,31.84,Plywood,191.04
DEL,DEL1167,05/03/2026,20,TUB-648,5,34.43,58.06,63.87,55.16,58.06,Tuberías,290.3
DEL,DEL1168,22/11/2025,10,TUB-974,5,13.25,18.98,20.88,18.03,18.98,Tuberías,94.9
DEL,DEL1168,22/11/2025,20,PIN-793,6,22.57,37.83,41.61,35.94,37.83,Pinturas,226.98
DEL,DEL1168,22/11/2025,30,HER-277,5,10.16,19.25,21.18,18.29,19.25,Herramientas,96.25
DEL,DEL1168,22/11/2025,40,ACA-229,3,10.85,13.49,14.84,12.82,13.49,Acabados,40.47
DEL,DEL1168,22/11/2025,50,PLY-942,3,7.74,15.12,16.63,14.36,15.12,Plywood,45.36
DEL,DEL1169,21/02/2025,10,ACE-189,2,14.03,30.61,33.67,29.08,30.61,Acero,61.22
DEL,DEL1169,21/02/2025,20,PLY-632,4,18.91,32.96,36.26,31.31,32.96,Plywood,131.84
DEL,DEL1169,21/02/2025,30,CEM-701,6,35.57,51.06,56.17,48.51,51.06,Cemento,306.36
DEL,DEL1170,17/06/2026,10,PLY-876,6,10.24,19.3,21.23,18.34,19.3,Plywood,115.8
DEL,DEL1170,17/06/2026,20,HER-904,2,8.51,12.33,13.56,11.71,12.33,Herramientas,24.66
DEL,DEL1170,17/06/2026,30,PLY-370,5,23.75,41.64,45.8,39.56,41.64,Plywood,208.2
DEL,DEL1170,17/06/2026,40,PLY-276,2,22.0,42.01,46.21,39.91,42.01,Plywood,84.02
DEL,DEL1170,17/06/2026,50,PLY-139,5,10.03,19.15,21.07,18.19,19.15,Plywood,95.75
DEL,DEL1171,13/03/2026,10,TUB-481,4,6.73,10.22,11.24,9.71,10.22,Tuberías,40.88
DEL,DEL1171,13/03/2026,20,PLY-963,4,33.61,58.12,63.93,55.21,58.12,Plywood,232.48
DEL,DEL1171,13/03/2026,30,CEM-237,3,29.37,33.68,37.05,32.0,33.68,Cemento,101.04
DEL,DEL1171,13/03/2026,40,PLY-375,4,31.03,62.26,68.49,59.15,62.26,Plywood,249.04
DEL,DEL1172,24/05/2026,10,TUB-858,5,8.13,12.22,13.44,11.61,12.22,Tuberías,61.1
DEL,DEL1172,24/05/2026,20,CEM-627,2,23.08,29.14,32.05,27.68,29.14,Cemento,58.28
DEL,DEL1172,24/05/2026,30,ACE-238,5,7.3,15.02,16.52,14.27,15.02,Acero,75.1
DEL,DEL1172,24/05/2026,40,PIN-297,3,23.35,35.46,39.01,33.69,35.46,Pinturas,106.38
DEL,DEL1172,24/05/2026,50,ELÉ-567,2,12.03,19.4,21.34,18.43,19.4,Eléctrico,38.8
DEL,DEL1173,02/04/2026,10,PIN-506,6,14.59,23.92,26.31,22.72,23.92,Pinturas,143.52
DEL,DEL1173,02/04/2026,20,TUB-600,4,9.34,12.16,13.38,11.55,12.16,Tuberías,48.64
DEL,DEL1173,02/04/2026,30,TUB-664,6,11.22,19.21,21.13,18.25,19.21,Tuberías,115.26
DEL,DEL1173,02/04/2026,40,PLY-391,2,10.72,22.27,24.5,21.16,22.27,Plywood,44.54
DEL,DEL1174,01/03/2026,10,PLY-977,3,34.88,70.11,77.12,66.6,70.11,Plywood,210.33
DEL,DEL1174,01/03/2026,20,PLY-625,5,12.88,21.54,23.69,20.46,21.54,Plywood,107.7
DEL,DEL1174,01/03/2026,30,PLY-585,2,32.31,64.71,71.18,61.47,64.71,Plywood,129.42
DEL,DEL1174,01/03/2026,40,FER-329,2,27.66,58.91,64.8,55.96,58.91,Ferretería,117.82
DEL,DEL1174,01/03/2026,50,PLY-533,4,33.18,57.43,63.17,54.56,57.43,Plywood,229.72
DEL,DEL1175,13/04/2025,10,CEM-944,6,12.64,15.58,17.14,14.8,15.58,Cemento,93.48
DEL,DEL1175,13/04/2025,20,TUB-674,4,25.46,32.86,36.15,31.22,32.86,Tuberías,131.44
DEL,DEL1175,13/04/2025,30,TUB-593,2,26.32,37.71,41.48,35.82,37.71,Tuberías,75.42
DEL,DEL1175,13/04/2025,40,PLY-367,4,39.59,76.33,83.96,72.51,76.33,Plywood,305.32
DEL,DEL1176,21/09/2025,10,PLY-924,2,23.11,39.11,43.02,37.15,39.11,Plywood,78.22
DEL,DEL1176,21/09/2025,20,ACE-797,4,33.35,62.36,68.6,59.24,62.36,Acero,249.44
DEL,DEL1176,21/09/2025,30,PLY-365,4,5.89,10.86,11.95,10.32,10.86,Plywood,43.44
DEL,DEL1176,21/09/2025,40,ELÉ-825,6,19.16,38.69,42.56,36.76,38.69,Eléctrico,232.14
DEL,DEL1177,19/05/2025,10,PLY-787,5,29.97,58.59,64.45,55.66,58.59,Plywood,292.95
DEL,DEL1177,19/05/2025,20,PLY-285,6,15.51,25.61,28.17,24.33,25.61,Plywood,153.66
DEL,DEL1177,19/05/2025,30,PLY-881,6,21.48,42.68,46.95,40.55,42.68,Plywood,256.08
DEL,DEL1178,06/08/2025,10,TUB-530,4,12.78,17.84,19.62,16.95,17.84,Tuberías,71.36
DEL,DEL1178,06/08/2025,20,ACE-574,4,16.6,29.58,32.54,28.1,29.58,Acero,118.32
DEL,DEL1178,06/08/2025,30,ACE-694,6,21.47,46.25,50.88,43.94,46.25,Acero,277.5
DEL,DEL1178,06/08/2025,40,ACA-222,6,7.49,11.52,12.67,10.94,11.52,Acabados,69.12
DEL,DEL1179,28/02/2025,10,CEM-240,3,19.46,28.62,31.48,27.19,28.62,Cemento,85.86
DEL,DEL1179,28/02/2025,20,SEG-246,5,16.99,25.9,28.49,24.6,25.9,Seguridad,129.5
DEL,DEL1179,28/02/2025,30,PLY-440,5,30.05,60.38,66.42,57.36,60.38,Plywood,301.9
DEL,DEL1179,28/02/2025,40,TUB-562,2,11.19,17.87,19.66,16.98,17.87,Tuberías,35.74
DEL,DEL1179,28/02/2025,50,PLY-601,3,31.64,52.21,57.43,49.6,52.21,Plywood,156.63
DEL,DEL1180,26/08/2025,10,PLY-588,5,20.18,36.4,40.04,34.58,36.4,Plywood,182.0
DEL,DEL1180,26/08/2025,20,PLY-114,4,6.32,10.54,11.59,10.01,10.54,Plywood,42.16
DEL,DEL1181,11/06/2026,10,PLY-810,3,5.14,10.19,11.21,9.68,10.19,Plywood,30.57
DEL,DEL1181,11/06/2026,20,ELÉ-702,6,15.92,26.1,28.71,24.8,26.1,Eléctrico,156.6
DEL,DEL1181,11/06/2026,30,PLY-566,4,7.29,11.5,12.65,10.92,11.5,Plywood,46.0
DEL,DEL1182,24/06/2025,10,CEM-467,5,29.04,33.74,37.11,32.05,33.74,Cemento,168.7
DEL,DEL1182,24/06/2025,20,PIN-119,5,10.77,18.08,19.89,17.18,18.08,Pinturas,90.4
DEL,DEL1182,24/06/2025,30,PLY-703,2,30.45,49.58,54.54,47.1,49.58,Plywood,99.16
DEL,DEL1182,24/06/2025,40,CEM-484,2,9.31,13.07,14.38,12.42,13.07,Cemento,26.14
DEL,DEL1183,21/02/2026,10,PIN-777,2,26.81,41.04,45.14,38.99,41.04,Pinturas,82.08
DEL,DEL1183,21/02/2026,20,PLY-526,2,34.26,54.11,59.52,51.4,54.11,Plywood,108.22
DEL,DEL1183,21/02/2026,30,CEM-310,3,9.33,11.3,12.43,10.73,11.3,Cemento,33.9
DEL,DEL1183,21/02/2026,40,PIN-778,2,27.06,37.67,41.44,35.79,37.67,Pinturas,75.34
DEL,DEL1184,17/09/2025,10,TUB-623,2,29.53,44.04,48.44,41.84,44.04,Tuberías,88.08
DEL,DEL1184,17/09/2025,20,PIN-609,2,9.12,11.89,13.08,11.3,11.89,Pinturas,23.78
DEL,DEL1184,17/09/2025,30,PLY-306,6,11.99,20.45,22.5,19.43,20.45,Plywood,122.7
DEL,DEL1184,17/09/2025,40,PLY-608,6,19.34,31.82,35.0,30.23,31.82,Plywood,190.92
DEL,DEL1185,07/09/2025,10,PLY-955,2,5.1,9.93,10.92,9.43,9.93,Plywood,19.86
DEL,DEL1185,07/09/2025,20,TUB-176,6,22.29,39.02,42.92,37.07,39.02,Tuberías,234.12
DEL,DEL1185,07/09/2025,30,PIN-567,3,8.55,11.72,12.89,11.13,11.72,Pinturas,35.16
DEL,DEL1185,07/09/2025,40,HER-932,2,15.36,25.17,27.69,23.91,25.17,Herramientas,50.34
DEL,DEL1185,07/09/2025,50,PLY-536,4,6.38,10.99,12.09,10.44,10.99,Plywood,43.96
DEL,DEL1186,24/05/2026,10,PLY-779,3,31.54,49.77,54.75,47.28,49.77,Plywood,149.31
DEL,DEL1186,24/05/2026,20,TUB-374,6,16.5,28.44,31.28,27.02,28.44,Tuberías,170.64
DEL,DEL1187,24/06/2026,10,PLY-567,5,17.0,27.51,30.26,26.13,27.51,Plywood,137.55
DEL,DEL1187,24/06/2026,20,PLY-764,5,18.5,37.95,41.75,36.05,37.95,Plywood,189.75
DEL,DEL1188,26/11/2025,10,PLY-206,3,29.37,46.57,51.23,44.24,46.57,Plywood,139.71
DEL,DEL1188,26/11/2025,20,CEM-285,5,25.68,37.03,40.73,35.18,37.03,Cemento,185.15
DEL,DEL1188,26/11/2025,30,TUB-594,3,32.27,51.16,56.28,48.6,51.16,Tuberías,153.48
DEL,DEL1189,16/01/2026,10,ELÉ-112,4,20.42,33.0,36.3,31.35,33.0,Eléctrico,132.0
DEL,DEL1189,16/01/2026,20,PIN-841,6,28.73,46.34,50.97,44.02,46.34,Pinturas,278.04
DEL,DEL1190,19/04/2025,10,HER-804,6,28.44,44.71,49.18,42.47,44.71,Herramientas,268.26
DEL,DEL1190,19/04/2025,20,PIN-593,3,8.33,13.02,14.32,12.37,13.02,Pinturas,39.06
DEL,DEL1190,19/04/2025,30,PLY-727,6,28.67,50.96,56.06,48.41,50.96,Plywood,305.76
DEL,DEL1191,02/06/2025,10,TUB-990,5,10.49,17.85,19.64,16.96,17.85,Tuberías,89.25
DEL,DEL1191,02/06/2025,20,PLY-384,4,31.3,54.45,59.9,51.73,54.45,Plywood,217.8
DEL,DEL1192,02/05/2026,10,CEM-570,2,18.25,26.43,29.07,25.11,26.43,Cemento,52.86
DEL,DEL1192,02/05/2026,20,CEM-557,5,25.06,28.63,31.49,27.2,28.63,Cemento,143.15
DEL,DEL1192,02/05/2026,30,PLY-205,2,39.32,78.23,86.05,74.32,78.23,Plywood,156.46
DEL,DEL1193,13/11/2025,10,PLY-733,6,24.22,49.34,54.27,46.87,49.34,Plywood,296.04
DEL,DEL1193,13/11/2025,20,TUB-449,5,36.15,56.44,62.08,53.62,56.44,Tuberías,282.2
DEL,DEL1193,13/11/2025,30,PLY-439,5,6.9,11.61,12.77,11.03,11.61,Plywood,58.05
DEL,DEL1193,13/11/2025,40,TUB-833,4,26.69,40.51,44.56,38.48,40.51,Tuberías,162.04
DEL,DEL1193,13/11/2025,50,CEM-449,2,8.41,11.62,12.78,11.04,11.62,Cemento,23.24
DEL,DEL1194,12/11/2025,10,CEM-604,3,18.09,20.81,22.89,19.77,20.81,Cemento,62.43
DEL,DEL1194,12/11/2025,20,PLY-360,2,30.09,59.45,65.4,56.48,59.45,Plywood,118.9
DEL,DEL1194,12/11/2025,30,TUB-320,5,11.56,20.13,22.14,19.12,20.13,Tuberías,100.65
DEL,DEL1194,12/11/2025,40,CEM-875,2,32.35,45.49,50.04,43.22,45.49,Cemento,90.98
DEL,DEL1195,14/01/2026,10,FER-568,5,34.31,72.79,80.07,69.15,72.79,Ferretería,363.95
DEL,DEL1195,14/01/2026,20,TUB-104,5,38.47,52.04,57.24,49.44,52.04,Tuberías,260.2
DEL,DEL1196,17/02/2025,10,CEM-899,6,20.15,27.22,29.94,25.86,27.22,Cemento,163.32
DEL,DEL1196,17/02/2025,20,FER-206,3,11.2,23.69,26.06,22.51,23.69,Ferretería,71.07
DEL,DEL1197,13/11/2025,10,CEM-380,3,18.46,27.99,30.79,26.59,27.99,Cemento,83.97
DEL,DEL1197,13/11/2025,20,CEM-241,3,17.0,20.89,22.98,19.85,20.89,Cemento,62.67
DEL,DEL1197,13/11/2025,30,CEM-963,4,29.5,41.88,46.07,39.79,41.88,Cemento,167.52
DEL,DEL1197,13/11/2025,40,PIN-747,6,35.12,55.72,61.29,52.93,55.72,Pinturas,334.32
DEL,DEL1198,07/09/2025,10,PLY-827,3,30.0,58.65,64.52,55.72,58.65,Plywood,175.95
DEL,DEL1198,07/09/2025,20,TUB-827,4,38.54,59.08,64.99,56.13,59.08,Tuberías,236.32
DEL,DEL1198,07/09/2025,30,PLY-783,6,17.33,31.78,34.96,30.19,31.78,Plywood,190.68
DEL,DEL1199,23/03/2026,10,TUB-927,5,36.29,56.16,61.78,53.35,56.16,Tuberías,280.8
DEL,DEL1199,23/03/2026,20,PLY-786,2,8.73,15.5,17.05,14.72,15.5,Plywood,31.0
DEL,DEL1199,23/03/2026,30,PLY-799,4,14.34,28.87,31.76,27.43,28.87,Plywood,115.48
DEL,DEL1199,23/03/2026,40,PLY-308,4,34.38,67.3,74.03,63.93,67.3,Plywood,269.2
DEL,DEL1199,23/03/2026,50,PIN-730,2,6.13,10.02,11.02,9.52,10.02,Pinturas,20.04
PAL,PAL1000,24/02/2026,10,TUB-721,4,14.92,20.97,23.07,19.92,20.97,Tuberías,83.88
PAL,PAL1000,24/02/2026,20,SEG-715,4,35.36,46.95,51.65,44.6,46.95,Seguridad,187.8
PAL,PAL1000,24/02/2026,30,PLY-271,3,25.39,44.95,49.45,42.7,44.95,Plywood,134.85
PAL,PAL1001,24/06/2026,10,CEM-487,2,20.87,33.09,36.4,31.44,33.09,Cemento,66.18
PAL,PAL1001,24/06/2026,20,CEM-946,4,8.8,12.23,13.45,11.62,12.23,Cemento,48.92
PAL,PAL1001,24/06/2026,30,PLY-998,1,8.37,13.52,14.87,12.84,13.52,Plywood,13.52
PAL,PAL1002,26/05/2025,10,CEM-717,2,9.11,13.94,15.33,13.24,13.94,Cemento,27.88
PAL,PAL1002,26/05/2025,20,TUB-634,4,5.04,9.37,10.31,8.9,9.37,Tuberías,37.48
PAL,PAL1002,26/05/2025,30,CEM-334,4,35.62,58.39,64.23,55.47,58.39,Cemento,233.56
PAL,PAL1003,26/03/2025,10,PIN-535,1,18.34,29.1,32.01,27.64,29.1,Pinturas,29.1
PAL,PAL1003,26/03/2025,20,PLY-390,1,21.7,32.24,35.46,30.63,32.24,Plywood,32.24
PAL,PAL1004,20/01/2026,10,CEM-691,1,11.62,19.12,21.03,18.16,19.12,Cemento,19.12
PAL,PAL1004,20/01/2026,20,CEM-804,2,23.19,34.24,37.66,32.53,34.24,Cemento,68.48
PAL,PAL1004,20/01/2026,30,PIN-767,4,19.31,25.94,28.53,24.64,25.94,Pinturas,103.76
PAL,PAL1005,19/03/2025,10,CEM-796,3,23.76,37.36,41.1,35.49,37.36,Cemento,112.08
PAL,PAL1005,19/03/2025,20,CEM-283,4,12.13,18.99,20.89,18.04,18.99,Cemento,75.96
PAL,PAL1006,12/03/2025,10,TUB-892,3,13.88,21.14,23.25,20.08,21.14,Tuberías,63.42
PAL,PAL1006,12/03/2025,20,TUB-865,1,30.75,55.8,61.38,53.01,55.8,Tuberías,55.8
PAL,PAL1006,12/03/2025,30,CEM-319,1,32.41,57.24,62.96,54.38,57.24,Cemento,57.24
PAL,PAL1007,17/11/2025,10,PIN-264,1,33.03,52.82,58.1,50.18,52.82,Pinturas,52.82
PAL,PAL1007,17/11/2025,20,CEM-582,2,27.26,46.15,50.77,43.84,46.15,Cemento,92.3
PAL,PAL1008,20/08/2025,10,PLY-841,1,14.21,22.16,24.38,21.05,22.16,Plywood,22.16
PAL,PAL1008,20/08/2025,20,CEM-828,3,39.46,63.02,69.32,59.87,63.02,Cemento,189.06
PAL,PAL1009,20/09/2025,10,ACA-110,4,33.71,55.72,61.29,52.93,55.72,Acabados,222.88
PAL,PAL1010,07/11/2025,10,FER-729,2,23.14,32.71,35.98,31.07,32.71,Ferretería,65.42
PAL,PAL1010,07/11/2025,20,PLY-261,1,6.26,9.32,10.25,8.85,9.32,Plywood,9.32
PAL,PAL1010,07/11/2025,30,PLY-515,4,14.66,23.08,25.39,21.93,23.08,Plywood,92.32
PAL,PAL1011,19/03/2025,10,CEM-662,1,30.79,40.71,44.78,38.67,40.71,Cemento,40.71
PAL,PAL1012,10/12/2025,10,PIN-331,3,37.03,54.25,59.68,51.54,54.25,Pinturas,162.75
PAL,PAL1012,10/12/2025,20,TUB-367,1,11.81,21.9,24.09,20.8,21.9,Tuberías,21.9
PAL,PAL1012,10/12/2025,30,PLY-448,3,22.72,37.7,41.47,35.81,37.7,Plywood,113.1
PAL,PAL1013,04/04/2025,10,ACA-810,3,35.66,62.13,68.34,59.02,62.13,Acabados,186.39
PAL,PAL1013,04/04/2025,20,CEM-875,2,18.2,27.87,30.66,26.48,27.87,Cemento,55.74
PAL,PAL1013,04/04/2025,30,CEM-593,1,32.15,52.44,57.68,49.82,52.44,Cemento,52.44
PAL,PAL1014,04/06/2025,10,PLY-919,2,27.18,51.41,56.55,48.84,51.41,Plywood,102.82
PAL,PAL1014,04/06/2025,20,CEM-817,1,38.44,59.5,65.45,56.52,59.5,Cemento,59.5
PAL,PAL1015,27/01/2026,10,CEM-177,3,8.26,13.44,14.78,12.77,13.44,Cemento,40.32
